GQQ,Alpha
0.3447137376606434,0.4587017401983477
0.2766538681758526,0.3421497445654491
0.1814036680570174,0.2317406130397266
0.088757773467426,0.1668292572036748
0.0996256606993769,0.2473723057151814
0.0918827887424673,0.1319326252649918
0.2752177128896745,0.3416655714548651
0.13007539731642,0.2116556069944844
0.2674728329198425,0.3511271754391978
0.1921739280013318,0.3159164258413767
0.0838894561925082,0.1439135472164993
0.0425803316129889,0.0880858399912177
0.2984460537406708,0.3391211408182182
0.2953916226621325,0.3686644746237226
0.1679599818806262,0.1531591319465609
0.397517609859994,0.4664117970209823
0.078309739851261,0.137422156218167
0.0659055687245919,0.1425928343264777
0.1770492288405224,0.2139533148694629
0.421387718893899,0.4720200882540816
0.4066684352831474,0.4823319671172003
0.0724387955845549,0.1549981930488963
0.1250809600322872,0.2424744435614561
0.098889821720336,0.1518867600355705
0.3196754380783599,0.3941647501814884
0.2036545433911268,0.3258096822728199
0.3266751740668149,0.3985304322903251
0.255296841005208,0.3163237060926669
0.3125551242913336,0.366063811337287
0.1189342324916923,0.1472362407312284
0.0606324610700407,0.0653684993005702
0.279916679293089,0.3579519175409241
0.1134798647970574,0.2671621781554189
0.4291782721272151,0.4768304562684817
0.2359886501334939,0.3502272818265121
0.0837214967249713,0.185501061917655
0.0521363888638999,0.1349776935550979
0.2429031832891456,0.3483843580504574
0.1349171674109971,0.1593761172598695
0.2814019136128005,0.3806601391104414
0.4406015568301054,0.4924488431567626
0.3924674514615085,0.4389790559136334
0.4066890969844504,0.4690642481451628
0.0479589659690673,0.1287155328336589
0.0628391394581024,0.1219034899501926
0.2991265651072383,0.3651669873174397
0.244656877922396,0.3007696422347073
0.3389284579617964,0.4258461628819243
0.1213820410974589,0.20582589076393
0.054129152739232,0.0652077792104999
0.1917807626474004,0.3141358115503597
0.3862462703017492,0.4274522211054435
0.1681561101785414,0.2657118039233284
0.32071692511542,0.3487625547938161
0.4281434661232267,0.4782991716564309
0.0776892436386771,0.1655096702953001
0.0871218547540347,0.2266179915728359
0.2678628124500533,0.3533252928839306
0.2151199499323185,0.3042365033116661
0.041172599460317,0.142884909079486
0.2807720590797037,0.3596902808159714
0.4246795654213932,0.4695705151181959
0.0609454901952362,0.138730575350837
0.3566082630173307,0.4429207442413593
0.2302149299736018,0.2325776390926837
0.1209836597164194,0.1678579355001219
0.1131484841032335,0.1578530405501746
0.0621794045104581,0.1284735940888782
