GQQ,Alpha
0.5372221664123662,0.4673539942846783
0.5614373542157908,0.3017262577903102
0.1571946335487075,0.2814574183284592
0.6131010393275185,0.3062133878219216
0.5132147312519855,0.2688344933379499
0.646182790013429,0.3607159196059763
0.5786496329115077,0.434558859792629
0.5872738712271891,0.207189633798425
0.2715900298600151,0.4379890726645639
0.0831849078418378,0.3241815636100545
0.5619697482424452,0.4984720704387623
0.5266464959719988,0.4760799241015037
0.4314802253048835,0.445549572254614
0.555680980371392,0.3725063171229584
0.5857215699078204,0.5242893900616777
0.3233273400713617,0.4282402880841322
0.5114385206407142,0.4667949284134549
0.1093782088241061,0.3181987206686136
0.2690299731204056,0.3515148460039496
0.1220098724178272,0.2871220726492784
0.171284156457295,0.3672580918009244
0.2047111355192251,0.3782723512412477
0.6874095797137694,0.3904433477587071
0.5115212010408757,0.4103517167433044
0.4637838360086126,0.3364542896605185
0.532739457575634,0.3212363840526878
0.2833937083407725,0.3447729337516263
0.4790297879801823,0.3956930854060626
0.5836022318817449,0.490881829676428
0.6100350893548,0.4192035271096156
0.6021598124013425,0.4365617983908979
0.5385888272402384,0.4916803722603814
0.6667608331976318,0.3351126392404177
0.2992472833218281,0.3595485553374342
0.1681858773530631,0.3734727602029719
0.5615679485765493,0.3080689355275682
0.3824220451055684,0.4562469790257836
0.5333999990782086,0.3380743814713647
0.5303940044213085,0.3809550678698939
0.5029336413989782,0.361199117277312
0.3159640656899839,0.4785899314643135
0.6444898419958774,0.4124548427105459
0.6649619121582213,0.4037122877170162
0.5494103389691252,0.4003517724301768
0.4636114220994844,0.3651115161466585
0.3569868148522506,0.3848835276540606
0.263233216714254,0.4068265558904425
0.6630193190466585,0.3749068220573162
0.6188190035539112,0.3614162599197361
0.6196758631312785,0.4487769812304782
0.591617949617739,0.2609124967133774
0.3609324890490093,0.3545899261396093
0.3721872303426383,0.3448713952376068
0.5553464088448863,0.3434837988617835
0.5785504208100195,0.2619917750224468
0.4733879295951851,0.3716855359359449
0.5862572271031357,0.3217041393110381
0.555522792790198,0.4060186185122185
0.4760823444651815,0.4428898359323142
0.5148948589866822,0.4320357262137591
0.252356131843266,0.3451322906578503
0.620242046542693,0.0418251379731276
0.5842073512685289,0.4530689683587705
0.2099241663814773,0.3445581761165335
0.5350593721692586,0.4133240730856608
0.222324998454941,0.3716064545501561
0.5566873578062421,0.3137433255426252
0.6699884159875036,0.3851756599460741
0.6484868145587743,0.4006958688057873
0.1608108052467505,0.3309856977698386
0.4480708012038632,0.3708506633747307
0.6204651848866658,0.4012567291620064
0.1304534302147528,0.2501980463429706
0.586841678432786,0.4556338538566052
0.1859966723350358,0.3676530721460656
0.6308882468106944,0.4597671718997793
0.2113464639276144,0.3998131386422912
0.3332228427329015,0.3128108820856405
0.5993879505095501,0.4110709021021788
0.5965626483137811,0.4332803038814821
0.6426643135072232,0.3525562654845816
0.6054127341595645,0.2805687872745573
0.6378674400535188,0.3806883819154986
0.1275885012871276,0.3622190199414561
0.4707321982250765,0.4333294941336237
0.372884089225619,0.3735090409081331
0.207443953869696,0.3155304373360211
0.1448113193463783,0.3461486199865692
0.606548744009068,0.3444773051865508
0.2574466205896525,0.3622038144944866
0.1392945194629664,0.3972859707785926
0.2716309669993905,0.3940324874487684
0.5678307024300813,0.4737728107298497
0.1592998040890093,0.2882583349961378
0.5213861142474596,0.3921643628751619
