GQQ,Alpha
0.044326369030562,0.5838865618043891
0.0605093455246212,0.411830997861629
0.0366959892696906,0.3023896651299645
0.018897823504155,0.1861121218990768
0.032478231730891,0.4475694205711857
0.0401581025427749,0.4748274328078584
0.0729544833532841,0.627371033790429
0.0134477386522657,0.372459676461471
0.0126915665376574,0.417425543855775
0.022572279981455,0.5090581416311608
0.0232736262941425,0.2437913051826122
0.0209721230578165,0.3514594119719953
0.0656430935603141,0.23408751328757
0.0535965873385479,0.4051774973231333
0.0420174628633849,0.3349857924900199
0.0184677050393073,0.5207800814131478
0.0434128989013643,0.5653892749230386
0.0488483229269237,0.5595099208143999
0.038022543491285,0.1175587378800179
0.0402877589568196,0.4297949336412501
0.022174564801624,0.4172207935022674
0.0304801809387815,0.2915483960783994
0.0036749198042091,0.3749172848688797
0.0198957608423488,0.4254663630164508
0.0693899697819003,0.5175402032420178
0.0222731009998428,0.4334515624293759
0.031637255810507,0.5090140223217697
0.018063612122007,0.4128555280190849
0.0223171877228245,0.2703207048941344
0.0636997871708759,0.388763990159661
0.0235964382585268,0.3980787161219358
0.0323586678846187,0.4650270262869757
0.071536667306495,0.2892244399472727
0.0174525172645659,0.235896849446987
0.037215588437297,0.2393889718713629
0.0054565880262155,0.3709144633829732
0.0251667056789731,0.2030116243075648
0.0518829928767605,0.3733704576678134
0.0335729174312291,0.3949824884170557
0.0847786307450195,0.4862279775897803
0.0216586719101026,0.3456176603573032
0.0122839693886566,0.4785749329720558
0.0701673515159322,0.5921088256573325
0.0536235030794074,0.4547605300152476
0.080071020294648,0.4516883332071227
0.0127577005781283,0.3782599749714033
0.0205691553343172,0.2905714884195334
0.0671292094325068,0.4562489267165472
0.0388820671842854,0.5375364554459391
0.0197878082635524,0.3990216252116372
0.0302309128771733,0.4354654794497199
0.0577171036487929,0.3412112767420177
0.0445112865972355,0.3738405840927317
0.0518664094789472,0.419942013975174
0.0404654720744116,0.3752182315189495
0.0209262377529741,0.1506577565462637
0.0174711736387088,0.3724735042950918
0.0125936289774677,0.3133414343621369
0.0237151437493046,0.4113246324541658
0.0625905606301533,0.3810200075586205
0.0229909149290644,0.528761946529109
0.066307860698066,0.4145924327500204
0.0129866266334389,0.3724120774060425
0.0194926180535698,0.3416590963912354
0.0963451804247405,0.2983043574861549
0.0193029279622294,0.5278856490377489
0.0311927750064516,0.4438200224800599
