GQQ,Alpha
0.0003815487040013,0.1088784879349158
0.0017764772525165,0.1833354243471546
0.0021699092492355,0.1794745182218643
0.0020148196436403,0.1136118466954641
0.0025311904030255,0.124021017830666
0.0005358864534744,0.1422988755550535
0.0007604923605124,0.0679454994059538
0.0002485267631793,0.099371333778815
0.00154980307429,0.1436243144503594
0.0010531490913882,0.0828439056752355
0.0002383368033975,0.0743045377995446
0.0003849483949115,0.0816204325752551
0.0001359104596538,0.1023682059080944
0.0013068570533549,0.1796213001122516
0.0011260315830827,0.1272697972345426
0.0006587184817596,0.101470435665844
0.0010345539262326,0.1379970181979267
0.0003968477543597,0.1038206814772425
0.0001312900267906,0.1498654338569141
0.0004932297598317,0.1470302542165886
0.0019608393631666,0.1669746939092997
0.0011761060379338,0.1087070042026455
0.0004318897564965,0.1220308794788786
0.0007584131399197,0.1197197240045096
0.0012774012747654,0.0647553158483948
0.0012313452154174,0.1575254338942033
0.0009307337334679,0.1549360974064441
0.0018781253559517,0.1113966411522385
0.000201951804419,0.1307149462220423
0.0012028152136999,0.1282194565372954
0.0002740759001614,0.1251743819429876
0.0004453332130117,0.1216745459538916
0.0115674573774112,0.0596247231167065
0.0010566466169272,0.1719834078270818
0.0003703908046407,0.1209662051368025
0.000712813778866,0.1049598720294521
0.010472312794904,0.0283071893910633
0.0005887361133288,0.1131467341768123
0.0022300750262437,0.2267882667247688
0.0018048831432118,0.0925692310361988
0.0003391985964673,0.0419510775066276
0.0002431031107247,0.0413004645477215
0.0037274170245792,0.0366510637693888
0.0009984170409371,0.0932319736644925
0.0028147930408796,0.0978297905133925
0.0007512399321379,0.1090597166240406
0.0005546588084636,0.0831205347083387
0.0004976597069213,0.1045852054610141
0.0003730232779208,0.1498092388419941
0.0003637308133771,0.0837240480123755
0.0003835925312771,0.0997459074318273
0.002192627090096,0.2102676050907785
0.0012602345374813,0.127757630693844
0.0003574405841256,0.0903163052690788
0.0011694564768508,0.2024404056125772
0.000462771888861,0.10889039473906
0.0007622105387348,0.1106989006151556
0.0011014226698662,0.1969257315659782
0.0004546181890977,0.1110839469845736
0.0011849927406345,0.1255192050875551
0.0016704687680267,0.0751357944739923
0.0005321021267975,0.1649371754241579
0.0007001042823339,0.1544541946698832
0.0023540232620786,0.0579315022095124
0.0005929312796425,0.1552394444773752
0.0003900065423645,0.0527305241125729
0.0006582612893987,0.1184565382105132
0.0005923963326259,0.1641184018666419
0.000441694972502,0.0808848890301625
0.00024100575671,0.1464498375344433
0.0070763671608129,0.142406448530609
0.0004380360630095,0.0980540757127761
0.0010449792872418,0.0788068067054973
0.000221204864329,0.1180216509725928
0.0002466638423611,0.1388622807682463
0.0003251306272059,0.117983073303551
0.0003597472628941,0.1126646581714789
0.0022053298796043,0.1496670993043678
0.0014957613746463,0.1814642260668546
0.0018292620409864,0.1067837837525613
0.0002261765170048,0.1371349344833545
0.0026852518041937,0.0843116751568162
0.0010242503413819,0.0294127321646154
0.0004930667745839,0.1195419686761476
0.0011588446029017,0.1811835649862094
0.0003158717248189,0.0833769408059543
0.0009883017511911,0.0919860682186152
0.0015526889271685,0.1754405695868483
0.0004311128424693,0.0752139111987033
0.0005780925791323,0.1593899720188715
0.0026048954163541,0.147196062186513
0.0007411476118823,0.1648488195798328
0.0003796761376687,0.110320136294323
0.0003696639036111,0.1085582647532969
0.0003961981787784,0.1575076321361658
0.0011081366208872,0.174066183086661
0.0017446043865765,0.0909255926564629
0.000400662531603,0.1489926928206584
0.0005874390535132,0.1647391616706065
0.0003377295466403,0.1066026429133504
0.0007205205616414,0.0782118585228657
0.0004045397981224,0.1015757267069032
0.0001718238667577,0.1181832683704394
0.0016038979049798,0.0962361119340277
0.0005493059794129,0.090677771059099
0.0005916147184573,0.1050650891532642
0.000337940365359,0.1447235506433283
0.0007783752129369,0.1289800623871571
0.0002187310547934,0.0547062120341529
0.0006484016207159,0.0593458469233975
0.0020470626563812,0.0976272077274646
0.0007135442629115,0.1250643512512551
0.0037022066039483,0.0715967211919593
0.0005559952989112,0.1329682251232757
0.0003712105176217,0.0888523940516751
0.0013512269502294,0.0707835145202692
0.0006495565001254,0.1273601319216007
0.0005627471374465,0.1048723577442663
0.0002728060578283,0.1233967397476362
0.0003271894247877,0.1179473860265219
0.0013887816845739,0.2528286048188986
0.0002718264260415,0.1656605489815237
0.0004145617552852,0.1223786250747718
0.0003269482666586,0.1594050593368883
0.0001972248595877,0.0756077663503298
0.0004330995330221,0.1419835442088867
0.0008797844235892,0.2504551419150602
0.0003174085272,0.0956558017515591
0.0020453696669689,0.0677186282619017
0.0014709842080954,0.0682890979909593
0.0003952217790752,0.1200255255691653
0.0021426064730735,0.0707981250398399
0.0006504753033386,0.085218454411982
0.0011473470726676,0.1247560206317023
0.0003835162564599,0.1173693924120599
0.0033375247468147,0.0611207095161729
0.0010272309551557,0.1267771844816232
0.0015505654063232,0.1293187677556371
0.0007439171199234,0.0822109837692749
0.0016542975974291,0.0874663380037868
0.0026623515620329,0.0735682958563409
0.0011353332812437,0.0681722509790688
0.000421571157561,0.102025568103352
0.0012155891659527,0.1035144216474587
0.0009549071263114,0.2138072644166942
0.0042565849340264,0.0714977292266031
0.0002701408932676,0.1205118528312582
0.0006196264260609,0.1080077653963973
0.00307731894317,0.0964986436983315
0.0012519490193882,0.0809108675316713
0.0008248444167512,0.1154432759570017
0.0004458838808796,0.1353107639385618
0.000208093420598,0.0778779095080152
0.0009659790487932,0.1814445487593002
0.0013480366481674,0.1113324371230879
0.000719324310663,0.1305392077857175
0.0005233387725948,0.1100572028406829
0.0002966220063671,0.2255188131880107
0.0005891015660678,0.0837970455748169
0.0003536997866341,0.2577455260564912
0.0001897363326471,0.0681660257425715
0.0007886107651969,0.1073663493145119
0.0001928474951476,0.0768045810644819
0.0021482018540209,0.1897992772857261
0.0011239072621994,0.0923698256750462
0.0009239631516948,0.132039924821054
0.0017169184159779,0.1505382831841486
0.0025337451069541,0.1332156195740085
0.0020597542248109,0.1757853268508699
0.0006181379083234,0.1184881467558702
0.0017724824590472,0.1788946028303074
0.0002731216293326,0.0870739553271589
0.0002309499004234,0.1607575027801888
0.0003035413750259,0.1395807209163842
0.0005606751871087,0.1024507656240114
0.0002117912265814,0.1137217551112354
0.0003111142473352,0.0494833940456744
0.001091566266557,0.0662479705640341
0.0007627831985249,0.1260106201746945
0.0004704577205371,0.1117510153559667
0.0007902097351629,0.0635599369872791
0.0009752079986825,0.0714330300801425
0.000279962295368,0.0765125430589526
0.0015181586312614,0.1561365606524299
0.0004775280964013,0.0944813166891809
0.0027767665226646,0.067962747577368
0.0004940827213769,0.1856765579972535
0.0007007372716206,0.1165832521370603
0.0006369832983663,0.0732210790728317
0.0008881699909807,0.2202837280906259
0.0005995164107521,0.0697034461273766
0.0009909092638636,0.1444823687073955
0.0007417185042741,0.1245082020128973
0.0022744155798311,0.0935061959110995
0.0003566189000974,0.0536175024110068
0.0003395438737628,0.1175731095724629
0.0002576217983757,0.1390126905778469
0.0010072218601446,0.102906765152515
0.0001391348804608,0.0903837805879045
0.000256748407835,0.0438317296435597
